child_frame_id,header_frame_id,header_seq,header_stamp_nsecs,header_stamp_secs,transform_rotation_w,transform_rotation_x,transform_rotation_y,transform_rotation_z,transform_translation_x,transform_translation_y,transform_translation_z
"vicon/TELLO/TELLO","/world",283497,768770953,1545433868,0.968420870777,0.0462665048238,-0.00559677835771,-0.244926731181,0.915878738755,1.08379656494,0.0430851392563
"vicon/TELLO/TELLO","/world",283498,778759764,1545433868,0.968431401061,0.0459925213842,-0.00583910376447,-0.244931039853,0.91588250782,1.08379028594,0.0430705844285
"vicon/TELLO/TELLO","/world",283499,791251699,1545433868,0.968414887234,0.0460999875352,-0.00578176171091,-0.24497748583,0.915906106784,1.08378900149,0.0430681540533
"vicon/TELLO/TELLO","/world",283500,801466680,1545433868,0.968366392628,0.0461021310918,-0.00570577282725,-0.24517048618,0.915878169762,1.08380533088,0.0430959661317
"vicon/TELLO/TELLO","/world",283501,840643308,1545433868,0.968337510082,0.0450218031735,-0.007010691935,-0.245451327163,0.915878203978,1.08385616397,0.0430433822593
"vicon/TELLO/TELLO","/world",283502,879742464,1545433868,0.968422749357,0.0454836875591,-0.00646120998415,-0.245044619324,0.9158903043,1.08380103108,0.0430445853375
"vicon/TELLO/TELLO","/world",283503,889418986,1545433868,0.968459047282,0.0454297600179,-0.00631168447297,-0.24491503278,0.915897585942,1.08378285979,0.043058106223
"vicon/TELLO/TELLO","/world",283504,899036092,1545433868,0.968468332005,0.0453874287841,-0.0063242776462,-0.244885840189,0.915904737601,1.0837790301,0.0430776548135
"vicon/TELLO/TELLO","/world",283505,908681518,1545433868,0.968492855476,0.0451694366527,-0.00638810217801,-0.244827496483,0.915908203651,1.08377530038,0.0430815318586
"vicon/TELLO/TELLO","/world",283506,918771440,1545433868,0.968478831319,0.0459767891137,-0.00552144413569,-0.244753757486,0.915890127909,1.08375859404,0.043119070918
"vicon/TELLO/TELLO","/world",283507,928541802,1545433868,0.968452490683,0.0454206386604,-0.0063641915052,-0.244941290805,0.915888666967,1.08377738307,0.0430840582094
"vicon/TELLO/TELLO","/world",283508,938531318,1545433868,0.968420476085,0.0456710274842,-0.00604300094325,-0.245029428615,0.915879727476,1.08379511486,0.0430994665643
"vicon/TELLO/TELLO","/world",283509,948582953,1545433868,0.968418712544,0.0453446743448,-0.00631332185586,-0.24509018681,0.915895937704,1.08382532638,0.0430861066203
"vicon/TELLO/TELLO","/world",283510,958794221,1545433868,0.968410766613,0.0452966148953,-0.00625272295163,-0.245132020027,0.915891692447,1.08382838563,0.0430707120668
"vicon/TELLO/TELLO","/world",283511,968490927,1545433868,0.968430104761,0.0455665914618,-0.0060781755851,-0.245009946157,0.91590591462,1.08379454521,0.0430710636197
"vicon/TELLO/TELLO","/world",283512,978361832,1545433868,0.968447226392,0.0451530760995,-0.00641713225505,-0.245010183107,0.915907007003,1.08378768103,0.0430782486454
"vicon/TELLO/TELLO","/world",283513,988443007,1545433868,0.968446976309,0.0450379104977,-0.00647735743694,-0.245030782833,0.915893187358,1.08379581647,0.0430933286997
"vicon/TELLO/TELLO","/world",283514,998439858,1545433868,0.968368795655,0.045476273626,-0.006461293167,-0.245259119767,0.915889852536,1.08382164289,0.0430789232207
"vicon/TELLO/TELLO","/world",283515,8497258,1545433869,0.968404283095,0.0455546587589,-0.00635315539061,-0.245107231565,0.915896543275,1.08381609973,0.0430873082103
"vicon/TELLO/TELLO","/world",283516,18372863,1545433869,0.968414784283,0.045486284546,-0.00627438007666,-0.245080467714,0.915886114194,1.08379142229,0.0430937962934
"vicon/TELLO/TELLO","/world",283517,28422623,1545433869,0.968424444657,0.0453869151483,-0.00626574143845,-0.245060938153,0.915892735351,1.08378981853,0.0430811466888
"vicon/TELLO/TELLO","/world",283518,38365716,1545433869,0.968410660263,0.0454713168696,-0.00608359745205,-0.245104349764,0.915890793155,1.0837967558,0.0430975172156
"vicon/TELLO/TELLO","/world",283519,48521511,1545433869,0.968433133731,0.0451592749783,-0.00671459440878,-0.245056768113,0.915897742992,1.08377530897,0.0430679359195
"vicon/TELLO/TELLO","/world",283520,58326640,1545433869,0.968483921049,0.0448717360032,-0.00700664471718,-0.244900651095,0.915904124445,1.0837543121,0.0430649702282
"vicon/TELLO/TELLO","/world",283521,68394187,1545433869,0.968516902378,0.0458357546818,-0.00582533609795,-0.244622482328,0.915892805439,1.08373037531,0.0430793285721
"vicon/TELLO/TELLO","/world",283522,78419969,1545433869,0.968479374752,0.0454393976598,-0.00592205160284,-0.244842584379,0.915887550292,1.08378672642,0.0430606147153
"vicon/TELLO/TELLO","/world",283523,88439302,1545433869,0.968473887909,0.0451494889886,-0.00632915796433,-0.244907725158,0.915904049079,1.08379073393,0.0430613693104
"vicon/TELLO/TELLO","/world",283524,98418498,1545433869,0.96847207042,0.0458611796289,-0.00570055650956,-0.244798089606,0.915912920747,1.08377713911,0.0431157933172
"vicon/TELLO/TELLO","/world",283525,108624578,1545433869,0.968452514108,0.0454232732898,-0.00602716512659,-0.244949234417,0.91589935199,1.08379467611,0.0431336044445
"vicon/TELLO/TELLO","/world",283526,118404756,1545433869,0.968421422394,0.0455421916157,-0.00595301861931,-0.245051870019,0.915873627996,1.08382882924,0.0430976422632
"vicon/TELLO/TELLO","/world",283527,128408582,1545433869,0.968490394226,0.0449355744583,-0.00673222683728,-0.244871042717,0.915900444252,1.08376897916,0.0430637652065
"vicon/TELLO/TELLO","/world",283528,138397794,1545433869,0.968459494606,0.0449784756156,-0.00665392670686,-0.244987488042,0.915890623425,1.08377908186,0.0430653353861
